UID	common_name
NCBIGENE:23443	SLC35A3
NCBIGENE:345	APOC3
NCBIGENE:2475	MTOR
NCBIGENE:283310	OTOGL
NCBIGENE:10295	BCKDK
NCBIGENE:171023	ASXL1
NCBIGENE:8076	MFAP5
NCBIGENE:344	APOC2
NCBIGENE:1491	CTH
NCBIGENE:3952	LEP
NCBIGENE:80816	ASXL3
NCBIGENE:10586	MAB21L2
NCBIGENE:11311	VPS45
NCBIGENE:54880	BCOR
NCBIGENE:3557	IL1RN
NCBIGENE:4552	MTRR
NCBIGENE:25973	PARS2
NCBIGENE:149233	IL23R
NCBIGENE:23209	MLC1
NCBIGENE:362	AQP5
NCBIGENE:359	AQP2
NCBIGENE:57704	GBA2
NCBIGENE:9394	HS6ST1
NCBIGENE:27247	NFU1
NCBIGENE:348938	NIPAL4
NCBIGENE:6209	RPS15
NCBIGENE:6197	RPS6KA3
NCBIGENE:6208	RPS14
NCBIGENE:6218	RPS17
NCBIGENE:6223	RPS19
NCBIGENE:1605	DAG1
NCBIGENE:5165	PDK3
NCBIGENE:83872	HMCN1
NCBIGENE:8945	BTRC
NCBIGENE:6204	RPS10
NCBIGENE:387733	IFITM5
NCBIGENE:79659	DYNC2H1
NCBIGENE:8050	PDHX
NCBIGENE:1374	CPT1A
NCBIGENE:84342	COG8
NCBIGENE:91949	COG7
NCBIGENE:57511	COG6
NCBIGENE:10466	COG5
NCBIGENE:25839	COG4
NCBIGENE:128989	TANGO2
NCBIGENE:3475	IFRD1
NCBIGENE:55343	SLC35C1
NCBIGENE:3106	HLA-B
NCBIGENE:55214	P3H2
NCBIGENE:22796	COG2
NCBIGENE:9382	COG1
NCBIGENE:3107	HLA-C
NCBIGENE:64175	P3H1
NCBIGENE:3105	HLA-A
NCBIGENE:57082	KNL1
NCBIGENE:126129	CPT1C
NCBIGENE:23363	OBSL1
NCBIGENE:1080	CFTR
NCBIGENE:84548	TMEM185A
NCBIGENE:23499	MACF1
NCBIGENE:51750	RTEL1
NCBIGENE:6584	SLC22A5
NCBIGENE:23169	SLC35D1
NCBIGENE:6812	STXBP1
NCBIGENE:3972	LHB
NCBIGENE:4547	MTTP
NCBIGENE:6813	STXBP2
NCBIGENE:147495	APCDD1
NCBIGENE:11019	LIAS
NCBIGENE:974	CD79B
NCBIGENE:973	CD79A
NCBIGENE:11235	PDCD10
NCBIGENE:4068	SH2D1A
NCBIGENE:7299	TYR
NCBIGENE:6231	RPS26
NCBIGENE:6234	RPS28
NCBIGENE:6232	RPS27
NCBIGENE:6235	RPS29
NCBIGENE:6224	RPS20
NCBIGENE:9895	TECPR2
NCBIGENE:6229	RPS24
NCBIGENE:10178	TENM1
NCBIGENE:55714	TENM3
NCBIGENE:26005	C2CD3
NCBIGENE:26011	TENM4
NCBIGENE:2632	GBE1
NCBIGENE:4222	MEOX1
NCBIGENE:23094	SIPA1L3
NCBIGENE:389549	FEZF1
NCBIGENE:1906	EDN1
NCBIGENE:1908	EDN3
NCBIGENE:92335	STRADA
NCBIGENE:2812	GP1BB
NCBIGENE:2811	GP1BA
NCBIGENE:7297	TYK2
NCBIGENE:9420	CYP7B1
NCBIGENE:4148	MATN3
NCBIGENE:10806	SDCCAG8
NCBIGENE:3166	HMX1
NCBIGENE:139285	AMER1
NCBIGENE:8996	NOL3
NCBIGENE:1581	CYP7A1
NCBIGENE:1890	TYMP
NCBIGENE:5813	PURA
NCBIGENE:23065	EMC1
NCBIGENE:84634	KISS1R
NCBIGENE:9837	GINS1
NCBIGENE:57822	GRHL3
NCBIGENE:4292	MLH1
NCBIGENE:79977	GRHL2
NCBIGENE:8292	COLQ
NCBIGENE:27030	MLH3
NCBIGENE:57152	SLURP1
NCBIGENE:54704	PDP1
NCBIGENE:959	CD40LG
NCBIGENE:8575	PRKRA
NCBIGENE:1954	MEGF8
NCBIGENE:51079	NDUFA13
NCBIGENE:126328	NDUFA11
NCBIGENE:55967	NDUFA12
NCBIGENE:4705	NDUFA10
NCBIGENE:79641	ROGDI
NCBIGENE:1312	COMT
NCBIGENE:1311	COMP
NCBIGENE:168667	BMPER
NCBIGENE:396	ARHGDIA
NCBIGENE:83480	PUS3
NCBIGENE:3590	IL11RA
NCBIGENE:80324	PUS1
NCBIGENE:3981	LIG4
NCBIGENE:3977	LIFR
NCBIGENE:54517	PUS7
NCBIGENE:4014	LOR
NCBIGENE:4015	LOX
NCBIGENE:23384	SPECC1L
NCBIGENE:9782	MATR3
NCBIGENE:5657	PRTN3
NCBIGENE:9276	COPB2
NCBIGENE:1314	COPA
NCBIGENE:4023	LPL
NCBIGENE:10436	EMG1
NCBIGENE:7066	THPO
NCBIGENE:7314	UBB
NCBIGENE:29881	NPC1L1
NCBIGENE:64072	CDH23
NCBIGENE:265	AMELX
NCBIGENE:1615	DARS
NCBIGENE:87178	PNPT1
NCBIGENE:790955	UQCC3
NCBIGENE:84300	UQCC2
NCBIGENE:4841	NONO
NCBIGENE:57017	COQ9
NCBIGENE:51004	COQ6
NCBIGENE:51117	COQ4
NCBIGENE:9380	GRHPR
NCBIGENE:1729	DIAPH1
NCBIGENE:1730	DIAPH2
NCBIGENE:27235	COQ2
NCBIGENE:1610	DAO
NCBIGENE:81624	DIAPH3
NCBIGENE:406960	MIR184
NCBIGENE:6499	SKIV2L
NCBIGENE:2261	FGFR3
NCBIGENE:254065	BRWD3
NCBIGENE:2263	FGFR2
NCBIGENE:2260	FGFR1
NCBIGENE:29899	GPSM2
NCBIGENE:7068	THRB
NCBIGENE:7067	THRA
NCBIGENE:30061	SLC40A1
NCBIGENE:1621	DBH
NCBIGENE:26873	OPLAH
NCBIGENE:256471	MFSD8
NCBIGENE:1629	DBT
NCBIGENE:29760	BLNK
NCBIGENE:4842	NOS1
NCBIGENE:138050	HGSNAT
NCBIGENE:1630	DCC
NCBIGENE:23288	IQCE
NCBIGENE:4047	LSS
NCBIGENE:1634	DCN
NCBIGENE:220	ALDH1A3
NCBIGENE:7535	ZAP70
NCBIGENE:200373	CFAP221
NCBIGENE:4938	OAS1
NCBIGENE:1292	COL6A2
NCBIGENE:1009	CDH11
NCBIGENE:1291	COL6A1
NCBIGENE:1641	DCX
NCBIGENE:1293	COL6A3
NCBIGENE:54386	TERF2IP
NCBIGENE:1013	CDH15
NCBIGENE:1773	DNASE1
NCBIGENE:1644	DDC
NCBIGENE:9378	NRXN1
NCBIGENE:478	ATP1A3
NCBIGENE:477	ATP1A2
NCBIGENE:476	ATP1A1
NCBIGENE:50940	PDE11A
NCBIGENE:4582	MUC1
NCBIGENE:22856	CHSY1
NCBIGENE:25886	POC1A
NCBIGENE:282809	POC1B
NCBIGENE:57107	PDSS2
NCBIGENE:23590	PDSS1
NCBIGENE:9184	BUB3
NCBIGENE:6315	ATXN8OS
NCBIGENE:6620	SNCB
NCBIGENE:699	BUB1
NCBIGENE:6622	SNCA
NCBIGENE:1427	CRYGS
NCBIGENE:3982	LIM2
NCBIGENE:3651	PDX1
NCBIGENE:7913	DEK
NCBIGENE:1420	CRYGC
NCBIGENE:1421	CRYGD
NCBIGENE:1419	CRYGB
NCBIGENE:1674	DES
NCBIGENE:10846	PDE10A
NCBIGENE:79083	MLPH
NCBIGENE:284058	KANSL1
NCBIGENE:406932	MIR140
NCBIGENE:23400	ATP13A2
NCBIGENE:401024	FSIP2
NCBIGENE:3516	RBPJ
NCBIGENE:3988	LIPA
NCBIGENE:283989	TSEN54
NCBIGENE:3991	LIPE
NCBIGENE:50814	NSDHL
NCBIGENE:23503	ZFYVE26
NCBIGENE:3990	LIPC
NCBIGENE:149998	LIPI
NCBIGENE:200879	LIPH
NCBIGENE:643418	LIPN
NCBIGENE:9227	LRAT
NCBIGENE:401474	SAMD12
NCBIGENE:84667	HES7
NCBIGENE:1616	DAXX
NCBIGENE:26130	GAPVD1
NCBIGENE:5173	PDYN
NCBIGENE:2009	EML1
NCBIGENE:3339	HSPG2
NCBIGENE:367	AR
NCBIGENE:60482	SLC5A7
NCBIGENE:5950	RBP4
NCBIGENE:5575	PRKAR1B
NCBIGENE:5573	PRKAR1A
NCBIGENE:5949	RBP3
NCBIGENE:51702	PADI3
NCBIGENE:10616	RBCK1
NCBIGENE:8898	MTMR2
NCBIGENE:9200	HACD1
NCBIGENE:326	AIRE
NCBIGENE:50846	DHH
NCBIGENE:2357	FPR1
NCBIGENE:57135	DAZ4
NCBIGENE:57054	DAZ3
NCBIGENE:57055	DAZ2
NCBIGENE:1617	DAZ1
NCBIGENE:6523	SLC5A1
NCBIGENE:6524	SLC5A2
NCBIGENE:8086	AAAS
NCBIGENE:717	C2
NCBIGENE:6528	SLC5A5
NCBIGENE:718	C3
NCBIGENE:51626	DYNC2LI1
NCBIGENE:727	C5
NCBIGENE:2903	GRIN2A
NCBIGENE:729	C6
NCBIGENE:730	C7
NCBIGENE:735	C9
NCBIGENE:79846	CFAP69
NCBIGENE:255101	CFAP65
NCBIGENE:10891	PPARGC1A
NCBIGENE:338328	GPIHBP1
NCBIGENE:23086	EXPH5
NCBIGENE:148789	B3GALNT2
NCBIGENE:57531	HACE1
NCBIGENE:987	LRBA
NCBIGENE:118491	CFAP70
NCBIGENE:5373	PMM2
NCBIGENE:10613	ERLIN1
NCBIGENE:190	NR0B1
NCBIGENE:92482	BBIP1
NCBIGENE:11160	ERLIN2
NCBIGENE:4069	LYZ
NCBIGENE:1356	CP
NCBIGENE:2904	GRIN2B
NCBIGENE:2906	GRIN2D
NCBIGENE:1277	COL1A1
NCBIGENE:23064	SETX
NCBIGENE:8028	MLLT10
NCBIGENE:1558	CYP2C8
NCBIGENE:1278	COL1A2
NCBIGENE:163786	SASS6
NCBIGENE:8642	DCHS1
NCBIGENE:375	ARF1
NCBIGENE:90678	LRSAM1
NCBIGENE:3074	HEXB
NCBIGENE:3073	HEXA
NCBIGENE:9516	LITAF
NCBIGENE:11078	TRIOBP
NCBIGENE:10084	PQBP1
NCBIGENE:3551	IKBKB
NCBIGENE:25836	NIPBL
NCBIGENE:7846	TUBA1A
NCBIGENE:28982	FLVCR1
NCBIGENE:55640	FLVCR2
NCBIGENE:8517	IKBKG
NCBIGENE:7469	NELFA
NCBIGENE:26060	APPL1
NCBIGENE:3113	HLA-DPA1
NCBIGENE:51412	ACTL6B
NCBIGENE:6785	ELOVL4
NCBIGENE:383	ARG1
NCBIGENE:60481	ELOVL5
NCBIGENE:54888	NSUN2
NCBIGENE:86	ACTL6A
NCBIGENE:54101	RIPK4
NCBIGENE:123606	NIPA1
NCBIGENE:22800	RRAS2
NCBIGENE:2013	EMP2
NCBIGENE:2147	F2
NCBIGENE:64145	RBSN
NCBIGENE:2153	F5
NCBIGENE:285362	SUMF1
NCBIGENE:2155	F7
NCBIGENE:2157	F8
NCBIGENE:2158	F9
NCBIGENE:122622	ADSSL1
NCBIGENE:9463	PICK1
NCBIGENE:5375	PMP2
NCBIGENE:1738	DLD
NCBIGENE:55315	SLC29A3
NCBIGENE:2271	FH
NCBIGENE:6041	RNASEL
NCBIGENE:7374	UNG
NCBIGENE:9401	RECQL4
NCBIGENE:2741	GLRA1
NCBIGENE:128674	PROKR2
NCBIGENE:7351	UCP2
NCBIGENE:6775	STAT4
NCBIGENE:5395	PMS2
NCBIGENE:1756	DMD
NCBIGENE:6778	STAT6
NCBIGENE:5378	PMS1
NCBIGENE:132884	EVC2
NCBIGENE:64805	P2RY12
NCBIGENE:5032	P2RY11
NCBIGENE:6566	SLC16A1
NCBIGENE:2710	GK
NCBIGENE:84916	UTP4
NCBIGENE:4191	MDH2
NCBIGENE:6772	STAT1
NCBIGENE:6773	STAT2
NCBIGENE:6774	STAT3
NCBIGENE:57459	GATAD2B
NCBIGENE:23093	TTLL5
NCBIGENE:57128	LYRM4
NCBIGENE:90624	LYRM7
NCBIGENE:3115	HLA-DPB1
NCBIGENE:136647	MPLKIP
NCBIGENE:85366	MYLK2
NCBIGENE:10144	FAM13A
NCBIGENE:55806	HR
NCBIGENE:3176	HNMT
NCBIGENE:6794	STK11
NCBIGENE:23347	SMCHD1
NCBIGENE:85300	ATCAY
NCBIGENE:402569	KPNA7
NCBIGENE:9512	PMPCB
NCBIGENE:23203	PMPCA
NCBIGENE:57592	ZNF687
NCBIGENE:5308	PITX2
NCBIGENE:6567	SLC16A2
NCBIGENE:5307	PITX1
NCBIGENE:91137	SLC25A46
NCBIGENE:5309	PITX3
NCBIGENE:29116	MYLIP
NCBIGENE:1357	CPA1
NCBIGENE:79703	C11ORF80
NCBIGENE:65082	VPS33A
NCBIGENE:26276	VPS33B
NCBIGENE:148022	TICAM1
NCBIGENE:50943	FOXP3
NCBIGENE:93986	FOXP2
NCBIGENE:27086	FOXP1
NCBIGENE:100359402	SPG41
NCBIGENE:4099	MAG
NCBIGENE:4094	MAF
NCBIGENE:4117	MAK
NCBIGENE:25794	FSCN2
NCBIGENE:1824	DSC2
NCBIGENE:1825	DSC3
NCBIGENE:65998	C11ORF95
NCBIGENE:84153	RNASEH2C
NCBIGENE:79621	RNASEH2B
NCBIGENE:10535	RNASEH2A
NCBIGENE:146227	BEAN1
NCBIGENE:84100	ARL6
NCBIGENE:338435	SCA25
NCBIGENE:4149	MAX
NCBIGENE:403	ARL3
NCBIGENE:169792	GLIS3
NCBIGENE:4982	TNFRSF11B
NCBIGENE:8792	TNFRSF11A
NCBIGENE:2272	FHIT
NCBIGENE:2308	FOXO1
NCBIGENE:38	ACAT1
NCBIGENE:84662	GLIS2
NCBIGENE:27148	STK36
NCBIGENE:8218	CLTCL1
NCBIGENE:10654	PMVK
NCBIGENE:27151	CPAMD8
NCBIGENE:57094	CPA6
NCBIGENE:407973	SCA20
NCBIGENE:9365	KL
NCBIGENE:7072	TIA1
NCBIGENE:6716	SRD5A2
NCBIGENE:627	BDNF
NCBIGENE:2673	GFPT1
NCBIGENE:79644	SRD5A3
NCBIGENE:8795	TNFRSF10B
NCBIGENE:1938	EEF2
NCBIGENE:8456	FOXN1
NCBIGENE:57379	AICDA
NCBIGENE:339855	KY
NCBIGENE:4193	MDM2
NCBIGENE:3122	HLA-DRA
NCBIGENE:85378	TUBGCP6
NCBIGENE:27229	TUBGCP4
NCBIGENE:4615	MYD88
NCBIGENE:29954	POMT2
NCBIGENE:26047	CNTNAP2
NCBIGENE:8506	CNTNAP1
NCBIGENE:140907	SPG19
NCBIGENE:2273	FHL1
NCBIGENE:10585	POMT1
NCBIGENE:84701	COX4I2
NCBIGENE:2274	FHL2
NCBIGENE:5293	PIK3CD
NCBIGENE:11222	MRPL3
NCBIGENE:7341	SUMO1
NCBIGENE:29940	DSE
NCBIGENE:57760	SPG16
NCBIGENE:57309	SPG14
NCBIGENE:80208	SPG11
NCBIGENE:1832	DSP
NCBIGENE:2018	EMX2
NCBIGENE:667	DST
NCBIGENE:668	FOXL2
NCBIGENE:137492	VPS37A
NCBIGENE:10166	SLC25A15
NCBIGENE:1548	CYP2A6
NCBIGENE:4864	NPC1
NCBIGENE:5290	PIK3CA
NCBIGENE:10577	NPC2
NCBIGENE:60386	SLC25A19
NCBIGENE:11141	IL1RAPL1
NCBIGENE:1828	DSG1
NCBIGENE:1829	DSG2
NCBIGENE:8604	SLC25A12
NCBIGENE:55814	BDP1
NCBIGENE:147409	DSG4
NCBIGENE:8402	SLC25A11
NCBIGENE:4233	MET
NCBIGENE:10165	SLC25A13
NCBIGENE:84919	PPP1R15B
NCBIGENE:4035	LRP1
NCBIGENE:4041	LRP5
NCBIGENE:10300	KATNB1
NCBIGENE:4038	LRP4
NCBIGENE:4036	LRP2
NCBIGENE:56947	MFF
NCBIGENE:3028	HSD17B10
NCBIGENE:4040	LRP6
NCBIGENE:115286	SLC25A26
NCBIGENE:114798	SLITRK1
NCBIGENE:100049707	SPG38
NCBIGENE:84189	SLITRK6
NCBIGENE:100049159	SPG37
NCBIGENE:791228	SPG36
NCBIGENE:5092	PCBD1
NCBIGENE:788	SLC25A20
NCBIGENE:724110	SPG34
NCBIGENE:54805	CNNM2
NCBIGENE:79751	SLC25A22
NCBIGENE:26504	CNNM4
NCBIGENE:724107	SPG32
NCBIGENE:115908	CTHRC1
NCBIGENE:29957	SLC25A24
NCBIGENE:84894	LINGO1
NCBIGENE:166785	MMAA
NCBIGENE:326625	MMAB
NCBIGENE:619379	SPG29
NCBIGENE:2302	FOXJ1
NCBIGENE:10461	MERTK
NCBIGENE:1723	DHODH
NCBIGENE:54977	SLC25A38
NCBIGENE:5091	PC
NCBIGENE:4256	MGP
NCBIGENE:414886	SPG27
NCBIGENE:387583	SPG25
NCBIGENE:63894	VIPAS39
NCBIGENE:81034	SLC25A32
NCBIGENE:338090	SPG24
NCBIGENE:5034	P4HB
NCBIGENE:353293	SPG23
NCBIGENE:51324	SPG21
NCBIGENE:9775	EIF4A3
NCBIGENE:2299	FOXI1
NCBIGENE:4796	TONSL
NCBIGENE:7332	UBE2L3
NCBIGENE:8115	TCL1A
NCBIGENE:79983	POF1B
NCBIGENE:2048	EPHB2
NCBIGENE:2050	EPHB4
NCBIGENE:142680	SLC34A3
NCBIGENE:410	ARSA
NCBIGENE:2043	EPHA4
NCBIGENE:10568	SLC34A2
NCBIGENE:953	ENTPD1
NCBIGENE:4593	MUSK
NCBIGENE:6569	SLC34A1
NCBIGENE:8928	FOXH1
NCBIGENE:286053	NSMCE2
NCBIGENE:4282	MIF
NCBIGENE:55145	THAP1
NCBIGENE:8443	GNPAT
NCBIGENE:6424	SFRP4
NCBIGENE:4284	MIP
NCBIGENE:7552	ZNF711
NCBIGENE:27249	MMADHC
NCBIGENE:1969	EPHA2
NCBIGENE:2639	GCDH
NCBIGENE:2290	FOXG1
NCBIGENE:8799	PEX11B
NCBIGENE:5296	PIK3R2
NCBIGENE:5295	PIK3R1
NCBIGENE:55644	OSGEP
NCBIGENE:23533	PIK3R5
NCBIGENE:51520	LARS
NCBIGENE:6476	SI
NCBIGENE:9785	DHX38
NCBIGENE:340075	ARSI
NCBIGENE:54808	DYM
NCBIGENE:22901	ARSG
NCBIGENE:415	ARSE
NCBIGENE:8241	RBM10
NCBIGENE:411	ARSB
NCBIGENE:25937	WWTR1
NCBIGENE:8738	CRADD
NCBIGENE:2294	FOXF1
NCBIGENE:6121	RPE65
NCBIGENE:7018	TF
NCBIGENE:7038	TG
NCBIGENE:7054	TH
NCBIGENE:1297	COL9A1
NCBIGENE:1299	COL9A3
NCBIGENE:1298	COL9A2
NCBIGENE:16	AARS
NCBIGENE:60681	FKBP10
NCBIGENE:5122	PCSK1
NCBIGENE:2301	FOXE3
NCBIGENE:2304	FOXE1
NCBIGENE:23495	TNFRSF13B
NCBIGENE:55033	FKBP14
NCBIGENE:57709	SLC7A14
NCBIGENE:255738	PCSK9
NCBIGENE:115650	TNFRSF13C
NCBIGENE:51124	IER3IP1
NCBIGENE:5184	PEPD
NCBIGENE:91851	CHRDL1
NCBIGENE:83943	IMMP2L
NCBIGENE:64801	ARV1
NCBIGENE:33	ACADL
NCBIGENE:3373	HYAL1
NCBIGENE:8692	HYAL2
NCBIGENE:5980	REV3L
NCBIGENE:6945	MLX
NCBIGENE:34	ACADM
NCBIGENE:35	ACADS
NCBIGENE:729582	DIRC3
NCBIGENE:10157	AASS
NCBIGENE:27034	ACAD8
NCBIGENE:27022	FOXD3
NCBIGENE:100653368	SCA32
NCBIGENE:103753527	SCA37
NCBIGENE:4311	MME
NCBIGENE:84317	CCDC115
NCBIGENE:93233	CCDC114
NCBIGENE:28976	ACAD9
NCBIGENE:8031	NCOA4
NCBIGENE:9180	OSMR
NCBIGENE:51081	MRPS7
NCBIGENE:4330	MN1
NCBIGENE:10117	ENAM
NCBIGENE:55024	BANK1
NCBIGENE:78987	CRELD1
NCBIGENE:100359393	SCA30
NCBIGENE:2303	FOXC2
NCBIGENE:387715	ARMS2
NCBIGENE:2296	FOXC1
NCBIGENE:388389	CCDC103
NCBIGENE:23314	SATB2
NCBIGENE:3508	IGHMBP2
NCBIGENE:80000	GREB1L
NCBIGENE:200205	IBA57
NCBIGENE:421	ARVCF
NCBIGENE:10857	PGRMC1
NCBIGENE:64065	PERP
NCBIGENE:10134	BCAP31
NCBIGENE:4869	NPM1
NCBIGENE:2643	GCH1
NCBIGENE:4340	MOG
NCBIGENE:80224	NUBPL
NCBIGENE:2642	GCGR
NCBIGENE:10075	HUWE1
NCBIGENE:1834	DSPP
NCBIGENE:8659	ALDH4A1
NCBIGENE:8864	PER2
NCBIGENE:10459	MAD2L2
NCBIGENE:8328	GFI1B
NCBIGENE:8863	PER3
NCBIGENE:7504	XK
NCBIGENE:51114	ZDHHC9
NCBIGENE:23435	TARDBP
NCBIGENE:3170	FOXA2
NCBIGENE:388015	RTL1
NCBIGENE:83483	PLVAP
NCBIGENE:219285	SAMD9L
NCBIGENE:28755	TRAC
NCBIGENE:4351	MPI
NCBIGENE:4352	MPL
NCBIGENE:1371	CPOX
NCBIGENE:4353	MPO
NCBIGENE:894	CCND2
NCBIGENE:595	CCND1
NCBIGENE:4359	MPZ
NCBIGENE:726	CAPN5
NCBIGENE:405753	DUOXA2
NCBIGENE:4878	NPPA
NCBIGENE:825	CAPN3
NCBIGENE:8815	BANF1
NCBIGENE:823	CAPN1
NCBIGENE:8320	EOMES
NCBIGENE:5159	PDGFRB
NCBIGENE:5156	PDGFRA
NCBIGENE:164045	HFM1
NCBIGENE:1536	CYBB
NCBIGENE:1535	CYBA
NCBIGENE:23322	RPGRIP1L
NCBIGENE:131377	KLHL40
NCBIGENE:10324	KLHL41
NCBIGENE:5157	PDGFRL
NCBIGENE:10544	PROCR
NCBIGENE:1736	DKC1
NCBIGENE:115948	CCDC151
NCBIGENE:137392	FAM92A
NCBIGENE:7414	VCL
NCBIGENE:9247	GCM2
NCBIGENE:6253	RTN2
NCBIGENE:7415	VCP
NCBIGENE:9939	RBM8A
NCBIGENE:4882	NPR2
NCBIGENE:1103	CHAT
NCBIGENE:317719	KLHL10
NCBIGENE:10397	NDRG1
NCBIGENE:10682	EBP
NCBIGENE:6866	TAC3
NCBIGENE:1537	CYC1
NCBIGENE:5625	PRODH
NCBIGENE:285025	CCDC141
NCBIGENE:57176	VARS2
NCBIGENE:7421	VDR
NCBIGENE:79581	SLC52A2
NCBIGENE:113278	SLC52A3
NCBIGENE:51232	CRIM1
NCBIGENE:4478	MSN
NCBIGENE:152518	NFXL1
NCBIGENE:55065	SLC52A1
NCBIGENE:8091	HMGA2
NCBIGENE:54800	KLHL24
NCBIGENE:79776	ZFHX4
NCBIGENE:654	BMP6
NCBIGENE:8929	PHOX2B
NCBIGENE:401	PHOX2A
NCBIGENE:652	BMP4
NCBIGENE:650	BMP2
NCBIGENE:2729	GCLC
NCBIGENE:649	BMP1
NCBIGENE:1373	CPS1
NCBIGENE:3703	STT3A
NCBIGENE:54205	CYCS
NCBIGENE:6875	TAF4B
NCBIGENE:23118	TAB2
NCBIGENE:201595	STT3B
NCBIGENE:7531	YWHAE
NCBIGENE:55131	RBM28
NCBIGENE:1896	EDA
NCBIGENE:10319	LAMC3
NCBIGENE:57680	CHD8
NCBIGENE:11181	TREH
NCBIGENE:55636	CHD7
NCBIGENE:488	ATP2A2
NCBIGENE:487	ATP2A1
NCBIGENE:3918	LAMC2
NCBIGENE:4548	MTR
NCBIGENE:1106	CHD2
NCBIGENE:55084	SOBP
NCBIGENE:1105	CHD1
NCBIGENE:1376	CPT2
NCBIGENE:57798	GATAD1
NCBIGENE:7386	UQCRFS1
NCBIGENE:80217	CFAP43
NCBIGENE:7532	YWHAG
NCBIGENE:55779	CFAP44
NCBIGENE:593	BCKDHA
NCBIGENE:9639	ARHGEF10
NCBIGENE:146845	CFAP52
NCBIGENE:64783	RBM15
NCBIGENE:8726	EED
NCBIGENE:4312	MMP1
NCBIGENE:51218	GLRX5
NCBIGENE:4313	MMP2
NCBIGENE:594	BCKDHB
NCBIGENE:55157	DARS2
NCBIGENE:23370	ARHGEF18
NCBIGENE:5828	PEX2
NCBIGENE:5189	PEX1
NCBIGENE:4318	MMP9
NCBIGENE:4594	MUT
NCBIGENE:10345	TRDN
NCBIGENE:5191	PEX7
NCBIGENE:6421	SFPQ
NCBIGENE:8504	PEX3
NCBIGENE:92211	CDHR1
NCBIGENE:5190	PEX6
NCBIGENE:51256	TBC1D7
NCBIGENE:5830	PEX5
NCBIGENE:3394	IRF8
NCBIGENE:282996	RBM20
NCBIGENE:3663	IRF5
NCBIGENE:4597	MVD
NCBIGENE:3664	IRF6
NCBIGENE:220136	CFAP53
NCBIGENE:644	BLVRA
NCBIGENE:3911	LAMA5
NCBIGENE:4598	MVK
NCBIGENE:3908	LAMA2
NCBIGENE:284217	LAMA1
NCBIGENE:9570	GOSR2
NCBIGENE:11284	PNKP
NCBIGENE:3910	LAMA4
NCBIGENE:3909	LAMA3
NCBIGENE:27032	ATP2C1
NCBIGENE:3155	HMGCL
NCBIGENE:153562	MARVELD2
NCBIGENE:9790	BMS1
NCBIGENE:9015	TAF1A
NCBIGENE:64787	EPS8L2
NCBIGENE:79574	EPS8L3
NCBIGENE:7428	VHL
NCBIGENE:8148	TAF15
NCBIGENE:8260	NAA10
NCBIGENE:3914	LAMB3
NCBIGENE:1950	EGF
NCBIGENE:3913	LAMB2
NCBIGENE:6884	TAF13
NCBIGENE:492	ATP2B3
NCBIGENE:491	ATP2B2
NCBIGENE:3912	LAMB1
NCBIGENE:93	ACVR2B
NCBIGENE:345611	IRGM
NCBIGENE:6647	SOD1
NCBIGENE:25953	PNKD
NCBIGENE:2720	GLB1
NCBIGENE:29098	RANGRF
NCBIGENE:54870	QRICH1
NCBIGENE:7431	VIM
NCBIGENE:51244	CCDC174
NCBIGENE:6873	TAF2
NCBIGENE:6872	TAF1
NCBIGENE:5409	PNMT
NCBIGENE:7204	TRIO
NCBIGENE:2731	GLDC
NCBIGENE:6160	RPL31
NCBIGENE:23040	MYT1L
NCBIGENE:50717	DCAF8
NCBIGENE:18	ABAT
NCBIGENE:26154	ABCA12
NCBIGENE:2027	ENO3
NCBIGENE:2653	GCSH
NCBIGENE:2733	GLE1
NCBIGENE:90993	CREB3L1
NCBIGENE:4609	MYC
NCBIGENE:4602	MYB
NCBIGENE:64764	CREB3L2
NCBIGENE:1545	CYP1B1
NCBIGENE:51196	PLCE1
NCBIGENE:11224	RPL35
NCBIGENE:5305	PIP4K2A
NCBIGENE:25914	RTTN
NCBIGENE:11149	BVES
NCBIGENE:440435	GPR179
NCBIGENE:51102	MECR
NCBIGENE:137814	NKX2-6
NCBIGENE:6144	RPL21
NCBIGENE:57560	IFT80
NCBIGENE:22943	DKK1
NCBIGENE:7201	TRHR
NCBIGENE:6820	SULT2B1
NCBIGENE:8100	IFT88
NCBIGENE:23432	GPR161
NCBIGENE:139212	PIH1D3
NCBIGENE:378884	NHLRC1
NCBIGENE:6155	RPL27
NCBIGENE:6154	RPL26
NCBIGENE:55384	MEG3
NCBIGENE:10847	SRCAP
NCBIGENE:23327	NEDD4L
NCBIGENE:4210	MEFV
NCBIGENE:203228	C9ORF72
NCBIGENE:5336	PLCG2
NCBIGENE:55163	PNPO
NCBIGENE:7080	NKX2-1
NCBIGENE:1482	NKX2-5
NCBIGENE:7480	WNT10B
NCBIGENE:8701	DNAH11
NCBIGENE:80326	WNT10A
NCBIGENE:1120	CHKB
NCBIGENE:2535	FZD2
NCBIGENE:8632	DNAH17
NCBIGENE:7855	FZD5
NCBIGENE:8322	FZD4
NCBIGENE:8323	FZD6
NCBIGENE:387700	SLC16A12
NCBIGENE:9152	SLC6A5
NCBIGENE:147007	TMEM199
NCBIGENE:9158	FIBP
NCBIGENE:1540	CYLD
NCBIGENE:79152	FA2H
NCBIGENE:6535	SLC6A8
NCBIGENE:126326	GIPC3
NCBIGENE:6536	SLC6A9
NCBIGENE:55687	TRMU
